smiles,label0
CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,0.0
Nc1ccc(-c2nc3ccc(-c4nc5ccc(N)cc5[nH]4)cc3[nH]2)cc1,1.0
CN(C)CCCNC(=O)CC1NC(=O)c2ccccc2N=C1O,0.0
Cc1ccc(C2=NN(C(=O)c3cccs3)C(c3ccccc3O)C2)cc1,0.0
O=C(c1cncc(Cl)c1)N1C[C@@H]2C[C@H](C1)c1ccc(CN3CCCC3)c(=O)n1C2,0.0
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,1.0
O=c1cc(-c2ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc3ccc(-c4cc(=O)c5ccccc5o4)cc3)cc2)oc2ccccc12,0.0
NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,1.0
COc1ccccc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,0.0
Cc1ccc(B(OC(=O)c2ncccc2O)c2ccc(C)c(Cl)c2)cc1Cl,1.0
CN1C2CCCC1CC(NC(=O)NCc1ccc3c(c1)OCCCO3)C2,0.0
Cc1ccccc1-c1ccc(-c2cc(C(=O)O)c3c(c2)nnn3C)cc1,1.0
COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1,1.0
COc1ccc(OC)c(C(C)NC(=O)c2c(-c3c(F)cccc3Cl)noc2C)c1,0.0
Cc1ccc2c(c1)CN(C(C)c1ccc(C(=O)O)o1)CCO2,0.0
C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,1.0
O=C(NCC1CC1)C1CN(Cc2nccs2)CC12CCOCC2,0.0
Clc1ccc2c(NCCCNCc3ccccc3)ccnc2c1,0.0
CC1(C)CCC2(C(=O)O)CCC3(CO)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1,1.0
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC6OC(CO)C(O)C(O)C6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.0
NC(=O)C1Cc2ccccc2CN1S(=O)(=O)c1ccc2oc(=O)ccc2c1,0.0
Fc1ccc(NC(=S)NC2CC3CCCC(C2)N3C2CCCC2)cc1,0.0
O=C(Cn1cc(C(F)(F)F)ccc1=O)NCC1CCCCCCC1,0.0
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1c(Br)cc(Br)cc1-c1nn[nH]n1,1.0
COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NNC(=O)C2,1.0
CC1(C)CC1C(=O)N/C(=C\CCCCCC/C=C(\NC(=O)C1CC1(C)C)C(=O)O)C(=O)O,0.0
Nc1n[nH]c2cc(-c3ccc(=O)n(Cc4cccc(Cl)c4)c3)ccc12,1.0
C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,1.0
CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)O)cn2)C[C@H]1CC,1.0
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.0
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3cnc([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]3)cc2)[nH]1)C(C)C,0.0
CCCCC1C(=O)NN(c2ccccc2)C1=O,1.0
CC(C)c1cc2c(N3CCN(C4=NCC(C)(C)S4)CC3)ncnc2s1,1.0
CC(C)(c1cc(-c2cccc(-c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1)S(C)(=O)=O,0.0
O=C(c1ccc(Br)s1)N1CCN(CCOc2ccccc2Cl)CC1,0.0
O=C1CC(c2cccc(Br)c2)C2=C(O1)C(=O)c1ccccc1C2=O,0.0
CCCn1nc(C)c(CNc2ccc3c(c2)CC(O)C3)c1Cl,0.0
CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(Cl)c(Cl)c2)CC(=O)N1,1.0
NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,1.0
O=C(O)CCCC/C=C(\c1ccccc1)c1cccnc1,0.0
Cn1ccc(NC(=O)CCOc2ccc(Br)cc2)n1,0.0
Cc1ccc2cc(-c3cn(CC4CS(=O)(=O)C4)nn3)ccc2n1,0.0
O=C1c2ccccc2C(=O)c2oc(-c3cccnc3)nc21,1.0
CN1C/C(=C\c2ccc(O)cc2)C(=O)/C(=C/c2c[nH]c3ccccc23)C1,1.0
C[C@@H](Oc1cncc(-c2cnc(N)nc2)c1)c1c(Cl)ccc(F)c1Cl,1.0
CC[C@H](C)C(=O)N1CC(=O)N(Cc2cccc(C(F)(F)F)c2)[C@@H](CCc2ccccc2)C1,0.0
O=C(CN1CCN(c2ccc(F)cn2)CC1)Nc1nc2c(s1)CCCC2,1.0
CC(C)(NCC(=O)NCc1cccnc1)c1cccc(Cl)c1,0.0
COc1cc(/C=C/C(=O)O)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.0
CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,1.0
O=Cc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,1.0
CC(=O)N[C@H]1[C@H](Oc2ccc([N+](=O)[O-])cc2)O[C@H](CO)[C@@H](O)[C@@H]1O,1.0
OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,1.0
COc1cc(C(=O)O)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.0
O=C(O)Cc1cc(O)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.0
OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,1.0
COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,1.0
COc1cc(C(C)=O)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.0
Oc1ccc(OC2CCCCO2)cc1,1.0
OC[C@H]1O[C@@H](Oc2ccc(Br)cc2)[C@H](O)[C@@H](O)[C@@H]1O,1.0
O=[N+]([O-])c1ccccc1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,1.0
COc1ccc(C(C)=O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,1.0
OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.0
O=Cc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.0
CCC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c1,1.0
O=Cc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)cc1,1.0
COC(=O)/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,1.0
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,1.0
CC1CC(NC2CCCc3cccnc32)C(=O)N1c1ccccc1,0.0
CNS(=O)(=O)c1cnc(N2C[C@@H]3C[C@H]2CN3C2CC2)nc1,0.0
CC1=C2C[C@]3(C)C(=O)C=C(C(C)C)C3CC(O)/C(C)=C\2CC1=O,0.0
CC(=O)O[C@@H]1C[C@@]23C[C@@]24CC[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]4CC[C@H]3[C@]2(C)[C@@H](O)C34O[C@H](C[C@@H](C)[C@@H]3[C@@]12C)[C@@H](C(C)(C)O)O4,1.0
C[C@@H]1C[C@H]2OC3(O[C@@H]2C(C)(C)O)[C@H](O)[C@@]2(C)[C@@H]4CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]2(C)[C@@H]13,1.0
C[C@@H]1C[C@H]2OC3(O[C@@H]2C(C)(C)O)[C@H](O)[C@@]2(C)[C@@H]4CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]2(C)[C@@H]13,1.0
CCc1ccccc1-n1c(COc2ccccc2C)nnc1SCC(N)=O,1.0
Cc1ccccc1OCc1nnc(SCC(N)=O)n1-c1ccccc1,1.0
CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1,1.0
CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1,1.0
N=C(N)c1ccc(-c2ccc(-c3ccc(F)cc3)o2)cc1,0.0
CN1C(=O)c2ccc(-c3ccc(F)cc3F)cc2O[C@H]2CN(C(=O)NCc3ccccc3)C[C@H]21,0.0
Cn1ccc(C(=O)N2CCCCC2C(=O)Nc2nc3cc4c(cc3s2)OCCO4)cc1=O,0.0
O=C(c1ccc(OC(F)F)nc1)N1CCCCc2cccnc21,0.0
CC(C)(C)CN1CCC(C2CCN(C(=O)Nc3cccs3)CC2)C1,0.0
CC(=O)N1CCc2cc(NC(=O)CC3(C(=O)O)CCCC3)ccc21,0.0
c1cc(-c2nc3ccc(-c4ccc5nc(-c6ccncc6)[nH]c5c4)cc3[nH]2)ccn1,1.0
OC(COc1ccccc1)CN1CCN(CC(O)COc2ccccc2)CC1,0.0
Cc1cc(C)c(Nc2nc(Cl)cn([C@H](C)C3CC3)c2=O)cc1C,0.0
CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O,1.0
N#Cc1cc2c(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1,1.0
NC(=O)[C@@H]1CCCc2c1[nH]c1ccc(Cl)cc21,1.0
NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,1.0
Cc1ccc2[nH]c3c(c2c1)CCCC3C(N)=O,1.0
NC(=O)[C@H]1CCCc2c1[nH]c1ccc(Cl)cc21,1.0
